Name,RA,DEC,GL,GB,Period (s),Frequency (Hz),DM,W10 (ms),W50 (ms)
J1723-38,17:23,-38:20,349.557,-1.14946,0.76579581473,1.30583111159,472,35.0,13.7
J1724-3149,17:24:44.87,-31:49:04,355.142,2.22822,0.948236974101,1.05458870231,409,0,32
J1724-35,17:24:43,-35:49,351.829,-0.013081,1.42199,0.703239825878,554.9,0,5.9
J1724-3505,17:24:47.89,-35:05:36,352.437,0.379751,1.22170769209,0.81852640077,875,0,24
J1724-4500,17:24:25.8,-45:00:15,344.182,-5.12055,1.30910878726,0.76387845665,182,0,28
J1725-0732,17:25:12.281,-07:32:59.2,15.8664,15.3241,0.239919487227,4.16806492694,58.91,0,0
J1725-2852,17:25:09.9,-28:52:22,357.636,3.80261,1.2577876251,0.795046779,161,0,38
J1725-3546,17:25:42.2,-35:46:16,351.979,-0.153131,1.03247119929,0.9685500193,744,0,33
J1725-3848,17:25:00.1,-38:48:36,349.384,-1.74122,2.0623862583,0.484875224501,230,0,32
J1725-3853,17:25:27.27,-38:53:04.20,349.372,-1.85599,0.004791822704,208.688856365,158.2,0,0.865
J1725-4043,17:25:41.42,-40:43:11,347.874,-2.91993,1.46507137487,0.68256060227,203,99,50
J1726-00,17:26:23,-00:15,22.6384,18.7095,1.3086,0.764175454684,57,0,0
J1726-31,17:26:36,-31:57,355.252,1.82835,0.12347018,8.09912158547,264.4,0,0
J1726-3530,17:26:07.51,-35:29:58,352.252,-0.0721276,1.11013244403,0.90079341918,727,0,55
J1726-3635,17:26:49.61,-36:35:45.6,351.422,-0.802119,0.287431567184,3.47908898733,539.2,66,7.8
J1726-4006,17:26:33.37,-40:06:02,348.481,-2.71142,0.882778265648,1.13278729089,277,0,20
J1727-2739,17:27:30.99,-27:39:00.5,358.943,4.05177,1.29309994235,0.77333543004,147,0,90
J1727-29,17:27:19,-29:59,356.973,2.79502,0,0,93,0,7.2
J1727-2946,17:27:15.09493,-29:46:36.797,357.137,2.92138,0.0270831832440066,36.923281543,60.74,0,1.8
J1728-0007,17:28:34.82,-0:07:45.0,23.0291,18.2865,0.386003723835,2.590648582519,41.09,27.4,14.4
J1728-3733,17:28:46.25,-37:33:8,350.842,-1.65566,0.615538243086,1.6245944281,281.5,18,8.1
J1728-4028,17:28:27.68,-40:28:10,348.375,-3.21834,0.866342509138,1.154277886,231,0,100
J1729-2117,17:29:10.808,-21:17:28,4.49602,7.22177,0.0662928992668,15.0845718178,34.49,0,0
J1730-2304,17:30:21.66624,-23:04:31.19,3.13719,6.02328,0.00812279804608,123.1102871605879,5.6E-4,1.74,0.965
J1730-2900,17:30:08.28,-29:00:46,358.123,2.81927,1.53842672635,0.65001470845,289,0,23
J1730-3350,17:30:32.56,-33:50:39.5,354.133,0.090079,0.13946021125,7.1705039813,259,22,8.6
J1730-3353,17:30:55.58,-33:53:38,354.135,-0.00370595,3.27024180321,0.30578778579,256,0,54
J1730-34,17:30:06,-34:48,353.285,-0.359743,0.09982956,10.0170730994,628,51.7,25.9
J1731-1847,17:31:17.609823,-18:47:32.666,6.88971,8.15059,0.00234455954689,426.51934403983,106.4711,0.18,0.13
J1731-3123,17:31:00.53,-31:23:43,356.233,1.35373,0.753047989001,1.32793661839,354,0,19
J1731-3322,17:31:14.31,-33:22:45,354.601,0.224551,0.54467054719,1.83597223158,877.4,71.4,33.5
J1731-4744,17:31:42.103,-47:44:34.56,342.565,-7.66871,0.829828785235,1.20506786194,123.33,32,20
J1732-1930,17:32:20.03,-19:30:08.6,6.417,7.56308,0.483769998047,2.06709800946,72.43,23,16
J1732-3131,17:32:33.54,-31:31:23,356.307,1.00712,0.196543154965,5.0879411200,15.44,0,0
J1732-3426,17:32:07.18,-34:26:05,353.818,-0.506589,0.332886678815,3.0040252844,513.5,0,14
J1732-35,17:32:30,-35:05,353.318,-0.926405,0.126689998553,7.89328290648,340,14.1,6.6
J1732-3729,17:32:20.81,-37:29:05,351.288,-2.2111,2.18400134708,0.45787517546,317,73,40
J1732-4128,17:32:50.0,-41:28:48,347.98,-4.46189,0.6279806844,1.59240566604,195.3,24,16
J1732-4156,17:32:48.86,-41:56:29.6,347.589,-4.70875,0.323434055969,3.09182036197,228.7,0,21
J1732-5049,17:32:47.766731,-50:49:00.1917,340.029,-9.45448,0.00531255029055,188.233512213289,8.8E-4,1.76,0.292
J1733-2228,17:33:26.44,-22:28:37.3,4.02893,5.7494,0.871682832986,1.147206256861,41.14,84.3,60
J1733-2533,17:33:25.86,-25:33:11,1.42782,4.09216,0.659794141678,1.51562424828,242,0,36
J1733-2837,17:33:33.90,-28:37:33,358.857,2.40174,0.768184556742,1.30177050713,225,0,12
J1733-3030,17:33:58.89,-30:30:49,357.32,1.30089,0.36205196286,2.76203446627,636,0,16
J1733-3322,17:33:55.21,-33:22:03,354.917,-0.238147,1.24591463402,0.80262320764,524.0,0,34.3
J1733-3716,17:33:26.754,-37:16:54.6,351.577,-2.28381,0.337585823180,2.96220969998,153.5,55,6.2
J1733-4005,17:33:58.64,-40:05:39.7,349.266,-3.89464,0.561778329077,1.78006154428,317.8,23,14
J1733-5515,17:33:00.4,-55:15:40,336.188,-11.8014,1.011233535,0.98889125547,83.9,0,0
J1734-0212,17:34:45.66,-2:12:39.1,21.9037,15.9279,0.839394324968,1.191335192834,65.05,41.7,9.6
J1734-2415,17:34:41.6,-24:15:20,2.67841,4.55079,0.612523739991,1.6325897834,126.3,0,0
J1734-3058,17:34:50.839,-30:58:41.4,357.031,0.892756,0.541285680730,1.84745326839,260.0,22.6,10.7
J1734-3333,17:34:26.9,-33:33:20,354.819,-0.43273,1.16934068474,0.855182765,578,0,500
J1735-0243,17:35:48.1,-02:43:48,21.5638,15.4484,0.7828869765,1.27732358567,55.4,0,102
J1735-0724,17:35:04.9717,-07:24:52.49,17.2707,13.284,0.419334966185,2.384728392905,73.512,19.5,7.4
J1735-3258,17:35:56.9,-32:58:19,355.479,-0.380943,0.35096322944,2.84930134019,754,0,187.5
J1736+05,17:36:54,+05:48,29.592,19.2082,0.999245,1.00075557046,42,0,0
J1736-2457,17:36:45.44,-24:57:50,2.33114,3.775,2.64222343904,0.378469127638,170,0,60
J1736-2819,17:36:24.73,-28:19:42,359.446,2.0359,1.59241948019,0.62797523670,261,0,21
J1736-2843,17:36:42.59,-28:43:51,359.142,1.76449,6.44503608611,0.15515816927,331,0,145
J1736-3511,17:36:02.7,-35:11:56,353.614,-1.59799,0.50280278290,1.98885136282,106,0,15
J1737-0811,17:37:47.11235,-08:11:08.887,16.9325,12.3175,0.0041750173128551,239.519964844,55.311,0,0.52
J1737-3102,17:37:33.73,-31:02:00.5,357.298,0.372845,0.768672273391,1.30094454375,280,36,15.0
J1737-3137,17:37:04.29,-31:37:21,356.744,0.145212,0.450432369994,2.2200891113,488.2,0,16.4
J1737-3320,17:37:10.51,-33:20:20,355.308,-0.7948,0.816273080178,1.22508021431,804,0,42
J1737-3555,17:37:40.039,-35:55:43.8,353.175,-2.26814,0.397584746441,2.5151870361,89.41,16,6.9
J1738+0333,17:38:53.9658386,+03:33:10.86667,27.7213,17.7422,0.00585009585978,170.93736991146392,+0.00108,1.44,0.43
J1738-2330,17:38:08.8,-23:30:47,3.73097,4.28035,1.97884743163,0.505344668829,99.3,0,0
J1738-2647,17:38:05.03,-26:47:46,0.93969,2.5438,0.349590990982,2.8604856126,182.2,0,12
J1738-2736,17:38:14.628,-27:36:25.8,0.272322,2.08074,0.627715518484,1.59307834609,323.6,23.7,13.7
J1738-2955,17:38:52.24,-29:55:51,358.38,0.724306,0.443398021842,2.2553100166,223.4,62,23.4
J1738-3107,17:38:47.4,-31:07:44,357.358,0.0996871,0.549497698285,1.8198438376,735,0,34
J1738-3211,17:38:54.19,-32:11:53.7,356.466,-0.491309,0.76849894548,1.301237959897,49.59,26,12
J1738-3316,17:38:34.45,-33:16:01.6,355.525,-1.00327,0.730372511015,1.36916434411,273,0,91
J1739+0612,17:39:17.966,+06:12:28.4,30.2608,18.8581,0.234169035616,4.27041943171,101.5,16.5,7.5
J1739-1313,17:39:57.821,-13:13:18.6,12.7938,9.29668,1.215697613611,0.822572972756,58.2,18,8.2
J1739-2903,17:39:34.28,-29:03:03.5,359.206,1.06402,0.322882431774,3.09710254134,138.56,14.9,6.7
J1739-3023,17:39:39.80,-30:23:12,358.086,0.336452,0.114367931823,8.743709745,170.0,11,6.1
J1739-3049,17:39:23.22,-30:49:40,357.68,0.151973,0.239317178406,4.1785550317,573.2,0,18.8
J1739-3131,17:39:24.30,-31:31:15.3,357.096,-0.220437,0.529440988425,1.8887846273,600.1,63,22
J1739-3159,17:39:48.68,-31:59:49,356.739,-0.546881,0.877561237142,1.13952161704,337,0,53.5
J1739-3951,17:39:38.25,-39:52:00.3,350.039,-4.68998,0.341772476799,2.92592314444,24.6,0,9.4
J1740+1000,17:40:25.950,+10:00:06.3,34.0107,20.2683,0.154087174313,6.48983281353,23.85,0,0
J1740+1311,17:40:07.3455,13:11:56.69,37.0846,21.6793,0.803050264794,1.245252064335,48.673,44.6,32.7
J1740-2540,17:40:45.32,-25:40:19,2.21166,2.63334,1.6926563404,0.59078737729,333,0,30
J1740-3015,17:40:33.82,-30:15:43.5,358.294,0.238021,0.606886624254,1.6477542263,152.15,12,5.2
J1740-3052,17:40:50.001,-30:52:04.30,357.811,-0.13233,0.570313411724,1.75342185445,738.78,27,8.9
J1740-3327,17:40:25.72,-33:27:53.5,355.564,-1.43634,0.515000656402,1.94174509793,274.1,23,11
J1740-5340A,17:40:44.589,-53:40:40.9,338.165,-11.9667,0.00365032889720,273.947917616,71.8,0,0
J1741-0840,17:41:22.56,-8:40:31.9,16.9551,11.3037,2.0430824584,0.4894565052369,74.90,114.4,77.6
J1741+1351,17:41:31.145365,+13:51:44.13009,37.8852,21.6408,0.00374715449924,266.8691670447691,24.2014,0.32,0.16
J1741-2019,17:41:06.87,-20:19:24,6.81514,5.37743,3.90450636119,0.256114322143,74.9,1.5e+02,1.2e+02
J1741-2054,17:41:57.23,-20:53:57,6.42547,4.90887,0.413700120837,2.417209833,4.7,0,0
J1741-2719,17:41:35.06,-27:19:23,0.906817,1.60362,0.346796929142,2.88353187692,361.9,0,14
J1741-2733,17:41:01.34,-27:33:51,0.636125,1.58206,0.892958669778,1.11987265911,149.2,55,42.2
J1741+2758,17:41:53.51,27:58:09.0,52.3469,26.6626,1.3607376877,0.734895497523,29.3,40,7
J1741-2945,17:41:14.47,-29:45:35,358.798,0.379725,0.223557828541,4.4731155537,310.3,0,10.7
J1741-3016,17:41:07.04,-30:16:31,358.346,0.129643,1.89374869377,0.52805316951,382,111,39.8
J1741-34,17:41:54,-34:19,355.002,-2.14577,0.875137,1.14267823209,241,43.4,19.1
J1741-3927,17:41:18.081,-39:27:38.0,350.555,-4.74871,0.512211401067,1.95231890176,158.5,24,9.3
J1742-3957,17:42:04.43,-39:57:22,350.209,-5.13457,1.0163491951,0.9839138013,186,0,66
J1742-4616,17:42:26.10,-46:16:53.5,344.79,-8.46204,0.412401047219,2.42482410446,115.96,38,25
J1743-0339,17:43:08.19,-3:39:11.5,21.6491,13.3996,0.444645106773,2.2489846054,30.26,22,6.5
J1743-1351,17:43:37.62,-13:51:38.0,12.6994,8.20489,0.405336948592,2.46708325869,116.30,29.5,14.6
J1743-2442,17:43:20.12,-24:42:55,3.33347,2.64035,1.24250830909,0.80482359167,239,0,75
J1743-3150,17:43:36.69,-31:50:21.7,357.299,-1.14846,2.41457551997,0.414151469577,193.05,68,45
J1743-3153,17:43:15.565,-31:53:05.3,357.221,-1.10867,0.193105399932,5.17851909036,505.7,0,11.3
J1743-35,17:43:06,-35:32,354.095,-2.99422,0.569980,1.75444752447,174,33.8,16.9
J1743-4212,17:43:05.223,-42:12:02.4,348.381,-6.46359,0.3061669878595,3.26619145647,131.94,16,7.3
J1744-1134,17:44:29.4057891,-11:34:54.68126,14.7939,9.17972,0.00407454594144,245.4261197130557,-1.32E-4,0.25,0.137
J1744-1610,17:44:16.534,-16:10:35.8,10.773,6.88513,1.757205868816,0.569085283487,66.67,50,36
J1744-2335,17:44:48.47,-23:35:55,4.46252,2.93701,1.68350668862,0.593998234019,96.66,59,26
J1744-3130,17:44:05.682,-31:30:04,357.641,-1.05879,1.06606087128,0.93803273991,192.9,29,16.0
J1744-3922,17:44:02.675,-39:22:21.1,350.908,-5.15498,0.172444360995,5.79897187841,148.1,0,3.4
J1744-5337,17:44:38.92,-53:37:51,338.499,-12.4468,0.3556658488,2.81162783375,113,0,0
J1745-0129,17:45:02.06,-01:29:18.1,23.8376,14.0249,1.045406855598,0.956565374184,90.1,24,7
J1745-0952,17:45:09.1348,-09:52:39.682,16.3708,9.89534,0.0193763034411,51.609431233273,64.474,10.0,1.8
J1745+1017,17:45:33.8371,+10:17:52.523,34.8693,19.2537,0.00265212967109,377.05547013813,23.970,0,0
J1745-2229,17:45:16.71,-22:29:14,5.46974,3.42235,1.16059253817,0.861628837956,299,0,14
J1745-2900,17:45:40.1662,-29:00:29.896,359.944,-0.0468148,3.76373308009,0.2656936554,1778,0,0
J1745-2910,17:45:16,-29:10,359.763,-0.0542788,0.982,1.0183299389,1088,0,54
J1745-2912,17:45:50,-29:12,359.799,-0.17721,0.1873794,5.33676594119,1130,0,0
J1745-3040,17:45:56.305,-30:40:23.5,358.553,-0.963403,0.367428753855,2.72161606708,88.373,23,7.8
J1745-3812,17:45:15.42,-38:12:07.3,352.036,-4.75136,0.6983528638,1.43194085947,160.8,0,0
J1746+2245,17:46:00.84,+22:45:28.9,47.2522,24.0482,3.46503778264,0.288597141714,52.0,125,34
J1746+2540,17:46:06.87,25:40:37.5,50.2738,25.0314,1.0581481703,0.945047232578,51.5,33,24
J1746-27,17:46,-27:51,0.970863,0.494182,0.48752760873,2.051165887,422,42.6,29.9
J1746-2849,17:46:03.7,-28:49:19,0.147873,-0.0230833,1.478480373,0.676370155642,1456,0,31
J1746-2850,17:46:06.6,-28:50:42,0.133689,-0.044117,1.0771014910,0.928417617426,962.7,0,45
J1746-2856,17:46:49.5,-28:56:31.0,0.132155,-0.228204,0.945224316,1.05794993111,1168,0,0
J1746-3239,17:46:54.947,-32:39:55.8,356.957,-2.17521,0.199541359871,5.01149235750,0,0,0
J1747-1030,17:47:58.31,-10:30:05,16.1744,8.98277,1.5787928888,0.633395302889,128,0,0
J1747-2647,17:47:30.894,-26:47:14,2.05402,0.758032,0.500254454491,1.99898269975,570,0,66
J1747-2802,17:47:26.55,-28:02:37,0.970722,0.121393,2.78007919792,0.35970198286,835,0,27.3
J1747-2809,17:47:22.80,-28:09:15.0,0.869006,0.0759356,0.052152855,19.1744056965,1133,0,0
J1747-2958,17:47:15.882,-29:58:01.0,359.305,-0.841426,0.0988139764825,10.1200258870,101.5,0,7
J1747-4036,17:47:48.71665,-40:36:54.7795,350.208,-6.412,0.00164560961318,607.67753906573,152.98,0,0
J1748-1300,17:48:17.41,-13:00:52.1,14.0159,7.656,0.394133346613,2.537212363771,99.364,21.9,12.3
J1748-2021A,17:48:52.689,-20:21:39.7,7.72792,3.80088,0.28860279172,3.464969947246,219.4,0,87
J1748-2021B,17:48:52.95290,-20:21:38.86,7.72865,3.80011,0.0167601272193,59.665418222544,220.922,0,0
J1748-2021C,17:48:51.17320,-20:21:53.81,7.7215,3.80396,0.00622693272049,160.59270990836,226.95,0,0
J1748-2021D,17:48:51.64665,-20:21:07.414,7.73355,3.80897,0.0134958204039,74.097014488305,224.98,0,0
J1748-2021E,17:48:52.80040,-20:21:29.38,7.73061,3.80197,0.0162640034111,61.48547652886,224.10,0,0
J1748-2021F,17:48:52.3339,-20:21:39.33,7.72729,3.80212,0.00379362911495,263.5998326931,220.43,0,0
J1748-2444,17:48:48.51,-24:44:37.0,3.95504,1.56353,0.44283849913,2.25815958180,207.33,0,5.2
J1748-2446A,17:48:02.255,-24:46:36.9,3.83624,1.69633,0.01156314838986,86.4816368591,242.15,1.3,0.8
J1748-2446aa,17:48:04.8,-24:46:45,3.83929,1.68692,0.00578804,172.770056876,237.42,0,0
J1748-2446ab,17:48:04.8,-24:46:45,3.83929,1.68692,0.00511971,195.323563249,238.34,0,0
J1748-2446ac,17:48:04.8,-24:46:45,3.83929,1.68692,0.00508691,196.582994391,238.72,0,0
J1748-2446ad,17:48:04.8,-24:46:45,3.83929,1.68692,0.00139595482,716.355562281,235.6,0,0
J1748-2446ae,17:48:04.8,-24:46:45,3.83929,1.68692,0.00365859,273.329342725,238.75,0,0
J1748-2446af,17:48:04.8,-24:46:45,3.83929,1.68692,0.00330434,302.632295708,237.34,0,0
J1748-2446ag,17:48:04.8,-24:46:45,3.83929,1.68692,0.00444803,224.818627572,237.75,0,0
J1748-2446ah,17:48:04.8,-24:46:45,3.83929,1.68692,0.00496515,201.403784377,237.75,0,0
J1748-2446ai,17:48:04.8,-24:46:45,3.83929,1.68692,0.02122838,47.1067504916,233.9,0,0
J1748-2446C,17:48:04.54,-24:46:36,3.84092,1.68905,0.0084360953044,118.538253056,237,0,2.0
J1748-2446D,17:48:04.8,-24:46:45,3.83929,1.68692,0.00471398,212.134968753,243.83,0,0
J1748-2446E,17:48:04.8,-24:46:45,3.83929,1.68692,0.00219780,455.000455,236.84,0,0
J1748-2446F,17:48:04.8,-24:46:45,3.83929,1.68692,0.00554014,180.500853769,239.18,0,0
J1748-2446G,17:48:04.8,-24:46:45,3.83929,1.68692,0.02167187,46.1427647914,237.57,0,0
J1748-2446H,17:48:04.8,-24:46:45,3.83929,1.68692,0.00492589,203.008999389,238.13,0,0
J1748-2446I,17:48:04.8,-24:46:45,3.83929,1.68692,0.00957019,104.491133405,238.73,0,0
J1748-2446J,17:48:04.8,-24:46:45,3.83929,1.68692,0.08033793,12.4474205397,234.35,0,0
J1748-2446K,17:48:04.8,-24:46:45,3.83929,1.68692,0.00296965,336.740019868,234.81,0,0
J1748-2446L,17:48:04.8,-24:46:45,3.83929,1.68692,0.00224470,445.49382991,237.74,0,0
J1748-2446M,17:48:04.8,-24:46:45,3.83929,1.68692,0.00356957,280.145787868,238.65,0,0
J1748-2446N,17:48:04.8,-24:46:45,3.83929,1.68692,0.00866690,115.381508959,238.47,0,0
J1748-2446O,17:48:04.8,-24:46:45,3.83929,1.68692,0.00167663,596.434514472,236.38,0,0
J1748-2446P,17:48:04.8,-24:46:45,3.83929,1.68692,0.00172862,578.496141431,238.79,0,0
J1748-2446Q,17:48:04.8,-24:46:45,3.83929,1.68692,0.002812,355.618776671,234.50,0,0
J1748-2446R,17:48:04.8,-24:46:45,3.83929,1.68692,0.00502854,198.864879269,237.60,0,0
J1748-2446S,17:48:04.8,-24:46:45,3.83929,1.68692,0.00611664,163.488451176,236.26,0,0
J1748-2446T,17:48:04.8,-24:46:45,3.83929,1.68692,0.00708491,141.14505336,237.70,0,0
J1748-2446U,17:48:04.8,-24:46:45,3.83929,1.68692,0.00328914,304.030840888,235.50,0,0
J1748-2446V,17:48:04.8,-24:46:45,3.83929,1.68692,0.00207251,482.506718906,239.11,0,0
J1748-2446W,17:48:04.8,-24:46:45,3.83929,1.68692,0.00420518,237.801949025,239.14,0,0
J1748-2446X,17:48:04.8,-24:46:45,3.83929,1.68692,0.00299926,333.415575842,240.03,0,0
J1748-2446Y,17:48:04.8,-24:46:45,3.83929,1.68692,0.00204816,488.243106007,239.11,0,0
J1748-2446Z,17:48:04.8,-24:46:45,3.83929,1.68692,0.00246259,406.076529183,238.85,0,0
J1748-30,17:48,-30:17,359.117,-1.14115,0.3827347,2.61277589934,584,79.4,25.5
J1748-3009,17:48:23.79,-30:09:12.2,359.272,-1.14744,0.009684273,103.260203425,420.2,0,0
J1749-2347,17:49:15.61,-23:47:17,4.82789,1.96669,0.874485881702,1.14352903909,344,0,9.1
J1749-2629,17:49:11.28,-26:29:10,2.50492,0.593184,1.33538779057,0.74884614571,409,0,46.4
J1749-3002,17:49:13.49,-30:02:35.0,359.459,-1.24418,0.609873648673,1.63968389547,509.4,88,45
J1749-4931,17:49:23.77,-49:31:59,342.522,-11.0954,0.445822307,2.24304612914,53,0,0
J1749-5605,17:49:44.5,-56:05:19,336.637,-14.2624,1.3323097198,0.750576224986,58,65,18
J1750-2043,17:50:18.4,-20:43:08,7.59106,3.33051,5.63904707922,0.17733492662,239,0,360
J1750-2438,17:50:59.787,-24:38:58,4.29094,1.18528,0.712794036774,1.402929806380,476,19,9.6
J1750-2444,17:50:22.96,-24:44:47,4.13627,1.25543,0.899376721402,1.11188112412,331,0,32
J1750-2536,17:50:33.39,-25:36:43,3.41295,0.778248,0.034749053,28.7777626631,178.4,0,0
J1750-28,17:50:04.0,-28:45,0.662858,-0.737239,1.3005131462,0.768927252233,388,35.1,16.8
J1750-3157,17:50:47.32,-31:57:44.2,357.982,-2.51552,0.91036298415,1.098462939960,206.34,84,10
J1750-3503,17:50:44.501,-35:03:08.9,355.314,-4.08173,0.68401360292,1.46195922966,189.35,185,67
J1750-3703A,17:50:13.8016,-37:03:10.95,353.532,-5.00873,0.111600837313,8.96050624775,233.82,0,0
J1750-3703B,17:50:12.1770,-37:03:22.93,353.526,-5.00577,0.0060745420865,164.62146212170,234.391,0,0
J1750-3703C,17:50:13.4541,-37:03:05.58,353.533,-5.00698,0.026568678375,37.63830424257,230.67,0,0
J1750-3703D,17:50:13.0969,-37:03:06.368,353.532,-5.00607,0.0051399367749,194.55492232569,230.09,0,0
J1751-2516,17:51:52.63,-25:16:43,3.85187,0.692368,0.394835783573,2.5326985081,556,0,27.3
J1751-2857,17:51:32.6965,-28:57:46.50,0.645573,-1.12428,0.0039148731963690,255.436115,42.808,0,0
J1751-3323,17:51:32.725,-33:23:39.6,356.829,-3.38202,0.548227103796,1.8240615852,296.7,32,8.4
J1751-4657,17:51:42.233,-46:57:24.8,345.002,-10.1782,0.742352395470,1.34706913604,20.4,29,17
J1752+2359,17:52:35.42,23:59:48.2,49.0983,23.0744,0.409050865044,2.44468374341,36.0,11,4
J1752-2410,17:52:58.742,-24:10:26,4.93025,1.03934,0.191036693534,5.23459646155,508.3,0,7.1
J1752-2806,17:52:58.6896,-28:06:37.3,1.53975,-0.961032,0.562557635534,1.77759563969,50.372,15,9.1
J1752-2821,17:52:24.55,-28:21:10,1.26724,-0.976401,0.640229499522,1.56193989928,516.3,20,11.5
J1753-12,17:52:53,-12:59,14.6078,6.70312,0.405454,2.46637103099,73.2,0,0
J1753-1914,17:53:35.171,-19:14:58,9.2511,3.41233,0.0629548889725,15.8843898595,105.3,0,11
J1753-2240,17:53:39.847,-22:40:42,6.29918,1.66261,0.0951378086771,10.5110682483,158.6,8.6,3
J1753-2501,17:53:30.62,-25:00:25.2,4.27375,0.512314,0.528336409357,1.89273345976,672,93.2,57
J1753-38,17:53,-38:49,352.277,-6.36828,0.666804,1.49969106364,168,0,0
J1754-2422,17:54:36.56,-24:22:24,4.9466,0.617967,2.0902480768,0.478412113423,738,0,0
J1754-30,17:54:16,-30:11,359.894,-2.25376,1.32049,0.757294640626,293,0,16
J1754-3443,17:54:37.372,-34:43:53.9,355.994,-4.60698,0.361690595821,2.76479402991,187.7,21,12
J1754-3510,17:54:54.616,-35:10:43.0,355.635,-4.88156,0.392703893399,2.546447888115,82.3,13,4.1
J1754+5201,17:54:22.93,52:01:12.2,79.6082,29.6277,2.39139679486,0.418165652037,35.35,129.4,11.4
J1755-0903,17:55:10.364,-09:03:51.6,18.3242,8.15018,0.190709642575,5.24357335318,63.7,0,0
J1755-1650,17:55:11.648,-16:50:41,11.5273,4.29054,0.73374443871,1.36287233980,159.9,0,12
J1755-2025,17:55:35.801,-20:25:00,8.47991,2.41595,0.322231178915,3.10336201285,364.3,0,6
J1755-25,17:55:36,-25:53,3.75626,-0.337805,0.31519598238,3.17262927163,751,25.7,11.7
J1755-2521,17:55:59.71,-25:21:27,4.2554,-0.149913,1.17596787719,0.8503633640,252,33,13.4
J1755-25211,17:55:19.31,-25:21:09,4.18306,-0.0159997,1.00451255339,0.99550771827,835,0,20
J1755-2534,17:55:49.82,-25:34:39,4.04658,-0.228536,0.233540625445,4.28191025905,590,0,15
J1755-26,17:55:16.29,-26:00,3.61827,-0.332858,0.43087215605,2.32087403644,405,25.7,16.3
J1755-2725,17:55:41.88,-27:25:45,2.43184,-1.13549,0.261954678325,3.8174542497,115,0,23.8
J1755-33,17:55:12,-33:31,357.109,-4.10189,0.959466,1.04224641624,266.5,0,0
J1755-3716,17:55:35.4462,-37:16:10.78,353.882,-6.04138,0.01278606929,78.2101189443,167.603,0,3.90
J1756+18,17:56:00,+18:19,43.7427,20.2239,0.744,1.34408602151,77,0,16
J1756-2225,17:56:25.56,-22:25:48,6.83543,1.23728,0.40498030096,2.4692559061,326,0,19
J1756-2251,17:56:46.633812,-22:51:59.35,6.49859,0.948027,0.028461589026,35.1350727145469,121.196,1.6,0.78
J1756-2435,17:56:57.91,-24:35:34.3,5.02693,0.0443495,0.670479962553,1.491468881773,367.1,39,25
J1756-25,17:56:42,-25:28,4.24106,-0.342379,0.855986,1.16824340585,706,38.0,25.4
J1756-2619,17:57:19.39,-26:19:08,3.5741,-0.891147,0.72451374873,1.38023605729,534,0,18
J1757-15,17:57:24,-15:03:18,13.3488,4.72255,0.1794,5.57413600892,150,0,0
J1757-2223,17:57:50.772,-22:23:49,7.0286,0.969839,0.185310101579,5.39635989339,239.3,5,2.3
J1757-2421,17:57:29.34,-24:22:07.5,5.28059,0.0536027,0.234100571494,4.27166834160,179.454,24,15
J1757-27,17:57:54.795,-27:45,2.40049,-1.72104,0.01768721477177,56.5380142043,334,0.88,0.49
J1757-5322,17:57:15.1615,-53:22:26.387,339.637,-13.9799,0.008869961227277,112.740064401,30.817,2.3,0.43
J1758-1931,17:58:05.60,-19:31:41,9.54376,2.35313,0.692551578154,1.44393577539,207,0,21
J1758-2206,17:58:44.45,-22:06:45,7.37847,0.932613,0.430278250497,2.32407749833,678,0,16.6
J1758-2540,17:58:31.94,-25:40:49,4.26306,-0.807013,2.10726337122,0.47454913024,218.2,0,120.0
J1758-2630,17:58:34.27,-26:30:10,3.55457,-1.22509,1.20289346322,0.83132881720,328,0,15.6
J1758-2846,17:58:15.41,-28:46:02,1.55629,-2.29434,0.766706386213,1.30428025380,66.6,30,4.4
J1758+3030,17:58:25.88,30:30:24.0,56.2646,24.0318,0.94725581104,1.05568104027,34.9,0,27
J1759-1029,17:59:34.30,-10:29:57,17.596,6.50352,2.5122628118,0.398047527234,110,0,0
J1759-1736,17:59:28.16,-17:36:10,11.3783,3.02773,0.798451566952,1.25242411862,206,0,19
J1759-1903,17:59:41.76,-19:03:19,10.1425,2.26036,0.731505472501,1.3670437715,467,0,34
J1759-1940,17:59:57.040,-19:40:29,9.63426,1.90072,0.254720352269,3.92587396764,302.7,0,19.6
J1759-1956,17:59:35.42,-19:56:08,9.36563,1.84473,2.84338880972,0.35169302087,236.4,0,37.9
J1759-2205,17:59:24.16,-22:05:33.1,7.4722,0.809663,0.460974127869,2.16931914297,177.157,11,3.9
J1759-2302,17:59:49.23,-23:02:08,6.70221,0.256685,0.810717729063,1.23347493727,889,0,61.5
J1759-2307,17:59:30.945,-23:07:17,6.59288,0.274767,0.558888677539,1.78926509015,812.6,52,22.4
J1759-24,17:59:24,-24:02,5.78883,-0.156349,1.457739,0.685993857611,772,159,72.3
J1759-2549,17:59:35.12,-25:49:07,4.2613,-1.08152,0.956548548728,1.04542524405,431,0,15.6
J1759-2922,17:59:48.25,-29:22:07.3,1.20209,-2.8867,0.574400267809,1.740946263509,79.42,20,10.0
J1759-3107,17:59:22.056,-31:07:21.5,359.629,-3.67348,1.07895331831,0.92682415729,128.6,27,16
J1800-0125,18:00:22.08,-01:25:30.6,25.7489,10.6775,0.78318548958,1.27683673064,50.0,0,0
