Name,RA,DEC,GL,GB,Period (s),Frequency (Hz),DM,W10 (ms),W50 (ms)
J0006+1834,00:06:04.8,+18:34:59,108.172,-42.985,0.69374767047,1.44144628165,12.0,195,82
J0007+7303,00:07:01.7,+73:03:07.4,119.66,10.4631,0.315873190853,3.165827392,0,0,0
J0014+4746,00:14:17.75,47:46:33.4,116.497,-14.6312,1.24069903895,0.805997239145,30.85,142.5,88.7
J0023+0923,00:23:16.87910,+09:23:23.871,111.383,-52.8493,0.00305,327.868852459,14.3,0,0
J0024-7204C,00:23:50.35311,-72:04:31.4926,305.923,-44.8922,0.00575677999551,173.708218966053,24.599,0,0.8
J0024-7204D,00:24:13.87934,-72:04:43.8405,305.881,-44.8933,0.00535757328486,186.651669856838,24.729,0,0.6
J0024-7204E,00:24:11.1036,-72:05:20.1377,305.883,-44.8828,0.00353632915276,282.77910703517,24.230,0,0.9
J0024-7204F,00:24:03.8539,-72:04:42.8065,305.899,-44.8917,0.00262357935251,381.15866365655,24.379,0,0.5
J0024-7204G,00:24:07.9587,-72:04:39.6911,305.891,-44.8933,0.00404037914356,247.50152509652,24.441,0,0.7
J0024-7204H,00:24:06.7014,-72:04:06.795,305.896,-44.9021,0.00321034070935,311.49341784442,24.36,0,0.6
J0024-7204I,00:24:07.9330,-72:04:39.669,305.892,-44.8933,0.00348499206166,286.94469953064,24.42,0,0
J0024-7204J,00:23:59.40735,-72:03:58.7914,305.909,-44.9029,0.00210063354535,476.046858440607,24.5848,0,0.5
J0024-7204L,00:24:03.771,-72:04:56.913,305.898,-44.8878,0.00434616799946,230.08774629150,24.38,0,0.7
J0024-7204M,00:23:54.4877,-72:05:30.741,305.913,-44.8767,0.0036766432176,271.98722878893,24.42,0,1.2
J0024-7204N,00:24:09.1865,-72:04:28.880,305.89,-44.8965,0.00305395434626,327.44431861755,24.56,0,0
J0024-7204O,00:24:04.6512,-72:04:53.7552,305.897,-44.8888,0.00264334329724,378.30878836037,24.363,0,0
J0024-7204P,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.003643021,274.497456918,24.3,0,0
J0024-7204Q,00:24:16.4891,-72:04:25.153,305.877,-44.8989,0.00403318118457,247.94323741908,24.29,0,0
J0024-7204R,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.003480463,287.318095322,24.4,0,0
J0024-7204S,00:24:03.9779,-72:04:42.342,305.898,-44.8918,0.00283040595788,353.30620938559,24.353,0,0
J0024-7204T,00:24:08.548,-72:04:38.926,305.89,-44.8936,0.00758847980736,131.77869947412,24.39,0,0
J0024-7204U,00:24:09.8351,-72:03:59.6760,305.89,-44.9047,0.00434282669639,230.26477221192,24.335,0,0
J0024-7204V,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.004810,207.9002079,24.1,0,0
J0024-7204W,00:24:06.07,-72:04:49.02,305.894,-44.8904,0.002352344,425.107892383,24.3,0,0
J0024-7204X,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.004771,209.599664641,24.0,0,0
J0024-7204Y,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.00219666,455.236586454,24.2,0,0
J0024-7204Z,00:24:05.67,-72:04:52.62,305.895,-44.8893,0.004554,219.587176109,24.47,0,0
J0026+6320,00:26:50.561,+63:20:00.87,120.176,0.59349,0.318357731235,3.14112051283,230.31,0,8.1
J0030+0451,0:30:27.43,4:51:39.7,113.141,-57.6113,0.00486545320737,205.530699274922,4.33252,0,0
J0033+57,00:33,+57,120.41,-5.78145,0.315,3.1746031746,76,0,0
J0033+61,00:33,+61,120.698,-1.79175,0.912,1.09649122807,37,0,0
J0034-0534,0:34:21.83,-5:34:36.6,111.492,-68.0685,0.0018771818845850,532.713429749,13.76517,1.1,0.8
J0034-0721,00:34:08.8703,-07:21:53.409,110.42,-69.8155,0.94295099456,1.0605004987209,10.922,104.5,56.7
J0034+69,00:34,+69:43,121.411,6.89643,0.03680412,27.1708710873,80.0,0,0
J0040+5716,0:40:32.36,57:16:24.9,121.452,-5.56685,1.11822534524,0.8942741320036,92.595,24.4,12.2
J0045-7042,00:45:25.69,-70:42:07.1,303.652,-46.4179,0.63233580002,1.5814382168,70,0,19
J0045-7319,00:45:35.16,-73:19:03.0,303.514,-43.8041,0.92627590497,1.07959193868,105.4,220,20
J0048+3412,0:48:33.98,34:12:08.0,122.255,-28.6658,1.21709429606,0.821629025162,39.94,31.5,21.7
J0051+0423,00:51:30.1,04:22:49,122.962,-58.4915,0.35473179890,2.81903117539,13.9,0,21
J0053+69,00:53,+69:39,123.069,6.77867,0.832938,1.20056955019,117,0,0
J0054+66,00:54,+66,123.193,3.12955,1.39,0.719424460432,15,0,0
J0054+69,00:54:28,+69:26,123.2,6.56316,0,0,90.3,0,0
J0055+5117,0:55:45.38,51:17:25.0,123.621,-11.5757,2.11517114887,0.4727749811340,44.125,92.1,73.0
J0056+4756,0:56:25.51,47:56:10.6,123.796,-14.9271,0.472036662076,2.11847951725,18.09,31.3,11.8
J0057-7201,00:57:44.0,-72:01:19,302.244,-45.0979,0.7380624426,1.35489891137,27,0,0
J0058+6125,00:58,+61:25,123.717,-1.44508,0.637,1.56985871272,129,0,0
J0059+50,00:59,+50:02,124.177,-12.8201,0.996009,1.0040069919,67,0,0
J0100-7211,01:00:43.03,-72:11:33.6,301.93,-44.9175,8.020392,0.12468218511,0,0,0
J0101-6422,01:01:11.1163,-64:22:30.171,301.192,-52.7203,0.0025731519721683,388.628425688,11.926,0,0
J0102+4839,01:03,+48:00,124.932,-14.8268,0.00296,337.837837838,53.5,0,0
J0102+6537,1:02:32.95,65:37:13.4,124.08,2.7734,1.67916422906,0.595534363281,65.853,110.4,89.7
J0103+54,01:03:37,+54:02,124.741,-8.79563,0.354304,2.8224349711,55.605,0,0
J0106+4855,01:06:25.06,+48:55:51.8,125.465,-13.867,0.083157305005,12.02540173638,70.87,0,0
J0108-1431,01:08:08.347016,-14:31:50.1871,140.931,-76.8151,0.807564614019,1.23829100810,2.38,75,43
J0108+6608,1:08:22.64,66:08:34.0,124.646,3.32743,1.28365984295,0.7790225779,30.46,54.9,22.5
J0108+6905,1:08:29.50,69:05:52.6,124.461,6.27684,1.07111810986,0.933603858245,61.092,0,0
J0111-7131,01:11:28.77,-71:31:46.8,300.669,-45.5104,0.68854151164,1.45234525892,76,0,13
J0112+66,01:12,+66:22,124.994,3.57729,4.30124,0.232491095591,112,0,0
J0113-7220,01:13:11.09,-72:20:32.20,300.615,-44.688,0.32588301613,3.06858581302,125.49,0,0
J0117+5914,1:17:38.66,59:14:38.4,126.283,-3.45713,0.101439066482,9.85813488508,49.423,8.3,4.1
J0125+62,01:26,+62:35,126.899,-0.0219246,1.708233,0.585400235214,118,0,0
J0131-7310,01:31:28.51,-73:10:09.34,298.944,-43.6476,0.348124045581,2.87253929366,205.2,0,4.8
J0133-6957,01:33:32.46,-69:57:29.68,297.691,-46.7392,0.463473741703,2.15761953703,22.948,18,8
J0134-2937,1:34:18.67,-29:37:16.9,230.251,-80.2498,0.136961584135,7.301317419150,21.806,12.0,6.5
J0136+63,01:36,+63:42,127.844,1.25407,0.717895,1.39296136622,286,0,0
J0137+1654,01:37:23.88,+16:54:42.1,138.449,-44.5709,0.4147630265082,2.41101529328,26.6,62,14
J0139+5621,01:39:38.56,+56:21:36.8,129.609,-5.88531,1.77534382596,0.56327117338,101.842,0,42
J0139+5814,01:39:19.7401,+58:14:31.819,129.216,-4.04405,0.27245063095,3.67038973818,73.779,9.6,5.2
J0141+6009,1:41:39.93,60:09:32.3,129.147,-2.10531,1.22294852055,0.8176959072274,34.926,104.2,34.9
J0141+63,01:41,+63:08,128.497,0.798364,0.04668588,21.4197526104,272.6,0,0
J0146+6145,01:46:22.42,+61:45:02.8,129.384,-0.430845,8.68899406221,0.115088121,0,0,0
J0147+5922,01:47:44.6457,+59:22:03.293,130.059,-2.72281,0.19632137543,5.093688844679,40.111,10.1,7.0
J0151-0635,01:51:22.701,-06:35:02.8,160.368,-65.0038,1.46466454933,0.682750190448,25.66,112.1,56.9
J0152+0948,01:52:23.73,+09:48:10,146.812,-50.2212,2.74664729014,0.364080238329,21.87,103,11
J0152-1637,01:52:10.8536,-16:37:52.99,179.305,-72.4564,0.832741612688,1.2008526831899,11.92577,26.1,17.8
J0156+3949,1:56:55.24,39:49:28.6,136.369,-21.3324,1.81156061131,0.55201023568,60.0,0,0
J0157+6212,1:57:49.93,62:12:25.9,130.586,0.32624,2.35174493646,0.425216180759,30.21,118.9,33.4
J0158+21,01:58:29,+21:08,143.208,-39.0842,0.5053,1.97902236295,20,0,0
J0201+7005,02:01:41.344,+70:05:18.11,128.889,8.03336,1.34918447185,0.741188488948,21.029,0,0
J0205+6449,02:05:37.92247,+64:49:41.3343,130.719,3.08415,0.0657159284932,15.21701089718,140.7,0,2.3
J0206-4028,02:06:01.268,-40:28:04.33,258.595,-69.6329,0.630550140847,1.58591670229,12.9,20,8
J0211-8159,02:11:59.0,-81:59:36.2,299.592,-34.6057,1.0773327013,0.928218366335,24.36,72,19
J0212+5222,02:12:52.2,+52:22:45,135.332,-8.52109,0.376386292,2.65684489912,38,0,0
J0214+5222,02:14:55.2713,+52:22:40.95,135.632,-8.42299,0.02457529479071,40.6912718043,22.0354,0,2.5
J0215+6218,2:15:56.62,62:18:33.4,132.575,1.03028,0.548879819155,1.821892452777,84.00,0,0
J0218+4232,02:18:06.358569,+42:32:17.37515,139.508,-17.5268,0.00232309046783,430.4610663457,61.252,0,0
J0229+20,02:29:03,+20:58,151.579,-36.4167,0.8069,1.23931094312,27,0,0
J0231+7026,2:31:13.99,70:26:33.9,131.155,9.18109,1.46682030615,0.681746765985,46.64,45.9,34.0
J0241+16,02:41:46,+16:04,157.964,-39.1853,1.5454,0.647081661706,16,0,0
J0242+62,02:42:35,+62:56:50,135.187,2.75075,0.592,1.68918918919,4,0,0
J0243+6027,02:43,+60:27,136.271,0.500172,1.473,0.678886625933,141,0,0
J0244+14,02:44:51,+14:27,159.914,-40.1404,2.1281,0.469902730135,31,0,0
J0248+6021,02:48:18.617,+60:21:34.72,136.903,0.69733,0.217093979984,4.6063,370,0,26
J0255-5304,02:55:56.221,-53:04:21.36,269.862,-55.3102,0.447708444058,2.23359646947,15.9,12,9
J0304+1932,03:04:33.115,19:32:51.4,161.135,-33.2704,1.38758444626,0.7206768587625,15.737,73.4,58.4
J0308+74,03:08,+74:00,132.09,13.6083,0.00316,316.455696203,6.35,0,0
J0323+3944,03:23:26.618,39:44:52.9,152.18,-14.3383,3.03207195639,0.3298074763345,26.173,74.7,42.7
J0324+5239,03:24:55.46,+52:39:31.3,145.094,-3.48032,0.336620230291,2.97070677878,119,0,0
J0325+67,03:26,+67:49,136.75,9.19314,1.364741,0.732739765274,65,0,0
J0329+1654,03:29:08.55,+16:54:02,168.499,-31.6827,0.893319660649,1.11942011807,42.1,37,17
J0332+5434,03:32:59.368,54:34:43.57,144.995,-1.22059,0.714519699726,1.399541538720,26.7641,31.4,6.6
J0332+79,03:32:45,+79:10,130.309,18.6831,2.05621,0.486331649005,16.67,0,0
J0335+4555,3:35:16.65,45:55:53.5,150.348,-8.03758,0.26920054093,3.7147027882896,47.153,10.2,6.1
J0337+1715,03:37:43.82589,+17:15:14.828,169.99,-30.0395,0.00273258863244,365.953363096,21.3162,0,0
J0338+66,03:39,+66:44,138.422,9.04419,1.76200,0.567536889898,67,0,0
J0340+4130,03:40:23.28819,+41:30:45.2903,153.783,-11.0219,0.00329,303.951367781,49.6,0,0
J0341+5711,03:41,+57:11,144.371,1.54596,1.888,0.529661016949,100,0,0
J0343-3000,03:43:27.94,-30:00:27.5,227.758,-52.3381,2.59702715738,0.385055657642,20.2,273,48
J0343+5312,3:43:12.91,53:12:53.5,147.017,-1.42845,1.93447806729,0.516935299969,67.30,77.1,44.9
J0348+0432,03:48:43.639000,+04:32:11.4580,183.337,-36.7736,0.0391226569018,25.5606361937675,-0.00069,0,0.63
J0357+3205,03:57:52.5,+32:05:25,162.76,-16.006,0.444104498833,2.251722292,0,0,0
J0357+5236,3:57:44.81,52:36:57.7,149.099,-0.522118,0.197030098031,5.075366707885,103.706,26.0,12.5
J0358+42,03:58,+42:06,155.987,-8.49221,0.2264777,4.41544575912,46,0,0
J0358+5413,03:58:53.7165,54:13:13.727,148.19,0.810833,0.156382417777,6.39458076050,57.1420,10.8,3.9
J0358+66,03:58,+66:40,139.944,10.1759,0.09150682,10.9281472135,62.3,0,0
J0401-7608,04:01:51.68,-76:08:13.8,290.313,-35.9072,0.545252742352,1.83401186702,21.6,27,18
J0406+6138,04:06:30.082,+61:38:41.04,144.025,7.04592,0.594576165044,1.681870311647,65.303,32.4,18.4
J0407+1607,04:07:54.939,16:07:16.4,176.618,-25.6559,0.02570173919463,38.9078728263,35.65,6.6,5.3
J0408+551,04:08,+55,148.663,2.26741,1.837,0.544365813827,55,0,0
J0408+552,04:08,+55,148.663,2.26741,0.754,1.32625994695,64,0,0
J0410-31,04:10:39,-31:07:29,230.586,-46.6708,1.8785,0.532339632686,9.2,0,18
J0413+58,04:13,+58,147.122,4.93428,0.687,1.45560407569,57,0,0
J0415+6954,4:15:55.65,69:54:09.9,138.911,13.6667,0.390715089939,2.5594097227140,27.465,12.1,4.4
J0417+35,04:17:43,+35:45,163.219,-10.5178,0.65440,1.52811735941,51,0,0
J0417+61,04:17,+61:08,145.299,7.53968,0.440283,2.27126643545,71,0,0
J0418-4154,04:18:04.2,-41:54:10.8,246.26,-45.6809,0.757118871325,1.3207965590,24.54,0,0
J0418+5732,04:18:33.867,+57:32:22.91,147.979,5.11914,9.07838822,0.11015171149,0,0,0
J0419+44,04:19,+44,157.525,-4.49425,1.241,0.805801772764,71,0,0
J0420-5022,04:20:01.95,-50:22:48.1,258.136,-44.3861,3.45300402714,0.2896029058,0,0,0
J0421-0345,4:21:33.56,-3:45:06.6,197.504,-34.7567,2.16130849455,0.462682676962,44.61,36,25
J0426+4933,04:26:06.813,+49:33:38.46,154.436,0.288438,0.922474730055,1.08404053512,85,0,0
J0435+27,04:35:34,+27:44,171.863,-13.1759,0.3262793,3.06485884946,53,0,0
J0437-4715,04:37:15.8961737,-47:15:09.110714,253.394,-41.9634,0.00575745193671,173.6879458121843,2.64476,1.02,0.1410
J0447-04,04:47,-04:35,202.072,-29.6566,2.18819,0.456998706694,29.83,0,0
J0448-2749,4:48:41.57,-27:49:46.7,228.347,-37.9181,0.450448330856,2.220010446257,26.22,22,10
J0449-7031,04:49:05.67,-70:31:31.7,282.286,-35.5119,0.479163971291,2.08696826121,65.83,0,7.9
J0450-1248,04:50:08.781,-12:48:07.10,211.075,-32.6291,0.438014149391,2.283031270545,37.041,31.9,19.0
J0451-67,04:51:50,-67:18,278.41,-36.2902,0.24545429,4.07407831413,45,0,5.5
J0452-1759,04:52:34.1057,-17:59:23.371,217.078,-34.0867,0.548939223294,1.821695294426,39.903,36.8,28.7
J0453+1559,04:53:45.41368,+15:59:21.3063,184.125,-17.1369,0.0457818168729515,21.8427329517,30.3053,0,0
J0454+5543,04:54:07.7506,+55:43:41.437,152.617,7.54719,0.340729436235,2.93487997706,14.5943,29.1,8.1
J0455-6951,04:55:47.55,-69:51:34.3,281.29,-35.1874,0.320422711526,3.12087740359,94.89,0,0
J0456-69,04:56:30,-69:10,280.457,-35.3339,0.117073051,8.54167540231,103,0,0
J0456-7031,04:56:02.5,-70:31:06.6,282.049,-34.9661,0.80013207321,1.24979366967,100.3,0,8
J0457+23,04:57:06,+23:34:00,178.305,-12.0048,0.5049,1.98059021588,59,0,0
J0457-6337,04:57:07.79,-63:37:30.4,273.816,-36.7011,2.49701169613,0.400478700821,27.5,0,36
J0457-69,04:57:02,-69:46,281.143,-35.113,0.231390388,4.32170069225,91,0,0
J0458-0505,04:58:37.121,-05:05:05.1,204.139,-27.3477,1.88347965849,0.53093220067,47.806,0,26
J0458-67,04:58:59,-67:43,278.67,-35.5178,1.1339000,0.881911985184,97,0,0
J0459-0210,4:59:51.94,-2:10:06.6,201.444,-25.6779,1.13307612366,0.882553236380,21.02,50,16
J0501+4516,05:01:06.76,+45:16:33.92,161.547,1.94893,5.76209652914,0.173547943,0,0,0
J0502+4654,05:02:04.561,46:54:06.09,160.363,3.07661,0.638565481517,1.566010110074,42.187,36.6,22.7
J0502-6617,05:02:50.53,-66:17:58.8,276.869,-35.5041,0.69125141818,1.44665164324,68.9,0,0
J0509+08,05:09:24,+08:57:00,192.482,-17.9193,0.0041,243.902439024,38,0,0
J0510+38,05:09:59,+38:12,168.184,-1.00923,0.07656440,13.0609003662,69,0,0
J0511-6508,05:11:56.50,-65:08:36.5,275.25,-34.827,0.322061827468,3.10499386985,25.66,0,12
J0514-4002A,05:14:06.6927,-40:02:48.897,244.514,-35.0362,0.00499057511411,200.37770740529,52.1489,0,0
J0514-4407,05:14:51.84,-44:07:06.5,249.484,-35.3637,0.3022,3.30906684315,15.4,0,0
J0517+22,05:17:10,+22:16,182.117,-9.00565,0.222344,4.49753535063,20,0,0
J0519+44,05:19,+44,164.464,3.7544,0.515,1.94174757282,52,0,0
J0519+54,05:20,+54:25,155.893,9.768,0.340194,2.93949922691,43,0,0
J0519-6932,05:19:46.917,-69:32:23.48,280.287,-33.2535,0.263211634568,3.79922415527,119.4,0,4.1
J0520-2553,5:20:36.19,-25:53:12.3,228.434,-30.5427,0.241642175673,4.138350423366,33.77,16,6
J0521-68,05:21:44,-68:35,279.124,-33.2624,0.43342070,2.30722713521,136,0,0
J0522-6847,05:22:23.06,-68:47:02.2,279.348,-33.1684,0.67453190906,1.48250955451,126.45,0,12
J0525+1115,05:25:56.4483,11:15:19.08,192.695,-13.2456,0.354437594514,2.8213711397405,79.345,20.8,15.9
J0525-6607,05:26:00.9,-66:04:36.3,276.087,-33.246,8.0470,0.124269914254,0,0,0
J0528+2200,05:28:52.264,+22:00:04,183.856,-6.89619,3.7455392503,0.266984253314,50.937,214.2,185.5
J0529-6652,05:29:50.92,-66:52:38.2,276.974,-32.7629,0.97572496638,1.02487897149,103.2,50,24
J0532-6639,05:32:59.51,-66:39:37.3,276.675,-32.4808,0.64274275093,1.55583240504,69.3,0,9
J0532-69,05:32:04,-69:46,280.333,-32.1627,0.57459786,1.74034758849,124,0,0
J0533+0402,05:33:25.82,04:02:00.5,200.084,-15.3255,0.96301770198,1.03840251113,83.7,0,24
J0533+67,05:33,+67,145.652,17.6396,0.00439,227.790432802,57.4,0,0
J0534+2200,05:34:31.973,+22:00:52.06,184.558,-5.78427,0.0333924123023,29.946923,56.791,4.7,3.0
J0534-6703,05:34:36.17,-67:03:48.8,277.129,-32.2792,1.81756503106,0.550186641419,94.7,0,25
J0535-66,05:35:40,-66:52,276.884,-32.1965,0.210524357,4.7500441956,75,0,0
J0535-6935,05:35,-69:35,280.076,-31.9364,0.20051133,4.98724934895,93.7,0,0
J0536-7543,05:36:30.79,-75:43:56.7,287.162,-30.8208,1.24585559629,0.802661241783,17.5,105,75
J0537-69,05:37:43,-69:21,279.768,-31.7299,0.112613212,8.87995273592,273,0,0
J0537-6910,05:37:47.416,-69:10:19.88,279.559,-31.7447,0.0161222220245,62.0261895958,0,0,0
J0538+2817,05:38:25.0572,+28:17:09.161,179.719,-1.68591,0.143158258912,6.985276348019,0.008,13.9,2.7
J0540+3207,05:40:37.116,+32:07:37.3,176.719,0.760883,0.5242708632083,1.90741097814,61.97,0,12.0
J0540-6919,05:40:11.202,-69:19:54.17,279.717,-31.5156,0.0504988176457,19.80244383176,146.5,0,18
J0540-7125,05:40:30.8,-71:25:31.4,282.148,-31.2364,1.286014595,0.777596151621,29.41,70,40
J0542-68,05:42:35,-68:16,278.45,-31.4059,0.42518900,2.35189527481,114,0,0
J0543+2329,05:43:9.660,23:29:05,184.363,-3.31841,0.24597476889,4.06545762605,77.7115,18.9,6.2
J0543-6851,05:43:52.71,-68:51:25.3,279.125,-31.2353,0.70895418575,1.41052838124,131,0,58
J0545-03,05:45,-03:10,208.094,-16.2125,1.07393,0.931159386552,67.2,0,0
J0546+2441,05:46:28.76,+24:41:21,183.728,-2.04452,2.84385038524,0.351635938793,73.81,51,28
J0554+3107,05:54:05.01,+31:07:41,179.058,2.69678,0.464960965736,2.15071817570,0,0,0
J0555+3948,05:55,+39:48,171.61,7.19202,1.1469058,0.871911189219,37,0,0
J0555-7056,05:55:01.85,-70:56:45.6,281.46,-30.1186,0.82783808575,1.20796568461,73.4,0,27
J0557+1550,05:57:31.44918,+15:50:06.046,192.684,-4.30941,0.00255636707678,391.18012787837,102.5723,0,0
J0600-5756,06:00:46.5,-57:56:54,266.492,-29.343,2.261364513,0.44221088385,30,95,60
J0601-0527,06:01:58.9821,-05:27:50.56,212.199,-13.4805,0.395969169543,2.525449143310,80.538,24.1,11.6
J0605+37,06:05,+37,175.037,7.54942,0.00273,366.3003663,21.0,0,0
J0608+00,06:08:49,+00:39,207.445,-9.17065,1.0762,0.929195316856,48,0,0
J0609+2130,06:09:58.8861,+21:30:2.84,189.192,1.04024,0.05569801392951,17.953961541,38.73,7.4,1.6
J0610-2100,06:10:13.59214,-21:00:28.0158,227.747,-18.1836,0.0038613247042986,258.978479299,60.6662,1.8,0.2
J0610+37,06:11,+37:18,175.336,8.7459,0.443861,2.25295757005,39,0,0
J0611+30,06:11:16,30:16,181.624,5.4964,1.412090,0.708170159126,45.3,0,0
J0612+3721,6:12:48.69,37:21:37.4,175.45,9.09332,0.297982326572,3.3559037259175,27.135,17.7,5.3
J0613-0200,06:13:43.975503,-02:00:47.21147,210.413,-9.30491,0.00306184408768,326.6005620676858,38.77919,0.92,0.462
J0613+3731,06:13:12.150,+37:31:38.3,175.336,9.23879,0.619198181097,1.61499182415,18.990,0,11
J0614+2229,06:14:17.16,22:30:36,188.785,2.39987,0.334959966111,2.9854313983,96.91,13.8,6.9
J0614-3329,06:14:10.3478,-33:29:54.118,240.501,-21.8272,0.00314866957944,317.5944552995,37.049,0,0
J0614+83,06:14,+83:14,130.353,25.8333,1.039203,0.962275897972,44,0,0
J0621+0336,06:21:11.221,+03:36:45.52,206.246,-5.05822,0.2699540683678,3.70433387445,72.59,0,3.44
J0621+1002,06:21:22.11108,+10:02:38.741,200.57,-2.01282,0.028853860730049,34.6574071787,36.6010,0,9.15
J0621+25,06:21,+25,187.309,4.92757,0.00272,367.647058824,83.6,0,0
J0622+3749,06:22:10.51,+37:49:13.6,175.877,10.9576,0.333208231801,3.00112633651,0,0,0
J0623+0340,06:23:46.759,+03:40:06.8,206.497,-4.45929,0.613759600022,1.62930241737,54,0,18.78
J0624-0424,6:24:20.03,-4:24:50.4,213.792,-8.03572,1.03907647585,0.9623930704244,70.835,71.2,52.0
J0625+10,06:25:45,+10:16,200.878,-0.955827,0.498397,2.00643262299,78,0,0
J0627+0649,06:27:53.6286,+06:49:54.13,204.166,-2.08484,0.346522567131,2.88581493632,86.60,0,6.33
J0627+0706,06:27:44.175,+07:06:33.3,203.902,-1.99069,0.47587700897,2.10138330104,138.15,0,3.73
J0627+16,06:27:13,16:12,195.793,2.12385,2.180,0.45871559633,113,0,0.3
J0628+0909,06:28:36.183,+09:09:13.9,202.19,-0.851442,1.241421391299,0.805528249319,88.3,0,8.0
J0629+2415,06:29:05.728,24:15:43.3,188.817,6.22276,0.476622836038,2.098095022707,84.195,21.8,8.8
J0630-0046,06:30:26.956,-00:46:05.85,211.22,-5.0197,0.680574832268,1.46934613592,97.3,0,5.71
J0630-2834,06:30:49.404393,-28:34:42.77881,236.952,-16.758,1.24441859615,0.80358811986,34.425,119.7,58.2
J0631+1036,06:31:27.524,+10:37:02.5,201.219,0.450019,0.287800021959,3.4746348982,125.36,0,0
J0633+0632,06:33:44.21,+06:32:34.9,205.093,-0.931902,0.297395190576,3.3625291588,0,0,0
J0633+1746,06:33:54.1530,+17:46:12.909,195.134,4.26581,0.237099441692,4.217639623538,2.89,0,0
J0633-2015,06:33:08.86,-20:15:07.1,229.26,-12.9678,3.2532108384,0.307388623017,90.7,80,60
J0635+0533,06:35:18,+05:33:11,206.151,-1.04275,0.0338564951824,29.53643,0,0,0
J0636-4549,06:36:33.744,-45:49:32.62,254.547,-21.5472,1.98459736713,0.503880543511,26.31,39,18
J0636+5129,06:36:04.84645,+51:28:59.9625,163.909,18.6426,0.00286895284631431,348.559231737,11.10598,0,0.15
J0645+5158,06:45:59.081898,+51:58:14.9208,163.963,20.2509,0.00885349668613151,112.949723194,18.247536,0,0.086
J0645+80,06:46,+80:09,133.945,26.4649,0.657873,1.52005022246,50,0,0
J0646+0905,06:46:30.995,+09:05:49.3,204.271,3.05101,0.9039132,1.10630091473,149.0,0,20.27
J0647+0913,06:47:15.68,+09:13:59.5,204.233,3.27659,1.23485362778,0.80981257819,154.7,0,11.62
J0652-0142,06:52:11.106,-01:42:30.3,214.538,-0.612734,0.924053918109,1.08218793341,116.3,0,23.89
J0653+8051,06:53:15.09,80:52:00.22,133.178,26.8284,1.21444051152,0.8234244415576,33.332,41.9,13.9
J0656-2228,06:56:30.207,-22:28:25.55,233.655,-8.98227,1.22475441462,0.816490218825,32.39,31,16
J0656-5449,06:56:48.990,-54:49:14.92,264.795,-21.1412,0.183156898795,5.45979980322,67.5,10.2,5.4
J0658+0022,06:58:15.209,+00:22:35.3,213.374,1.6881,0.563294925255,1.77526896687,122.0,0,12.67
J0659+1414,06:59:48.134,14:14:21.5,201.108,8.25829,0.384891195054,2.59813685751,13.977,30.0,18.4
J0700+6418,07:00:37.802,64:18:11.20,151.551,25.2369,0.195670945166,5.110620788131,8.777,10.0,6.0
J0702-4956,07:02:39.3,-49:56:34.2,260.19,-18.7228,0.665993590013,1.501515953,98.7,0,0
J0709-5923,07:09:32.533,-59:23:55.60,270.029,-20.8994,0.485268383925,2.06071533429,65,11.5,5.1
J0711+0931,07:11:36.18,+09:31:25,206.674,8.77605,1.21409049248,0.823661832618,45.0,0,0
J0711-6830,07:11:54.189114,-68:30:47.41446,279.531,-23.2799,0.00549096850619,182.1172346685786,18.4066,2.57,1.092
J0719-2545,07:19:07.380,-25:45:00.23,238.934,-5.82567,0.974724730631,1.02593067414,253.89,30,17
J0720-3125,07:20:24.9620,-31:25:50.083,244.158,-8.16451,8.391115532,0.119173666026,0,0,0
J0721-2038,07:21:42.9047,-20:38:07.061,234.669,-2.92247,0.01554239497400,64.3401484567,76.1,0,0.64
J0725-1635,7:25:00.40,-16:35:45.8,231.473,-0.329916,0.424311403183,2.356759664005,98.98,14,4.1
J0726-2612,07:26:08.12,-26:12:38.1,240.079,-4.64433,3.4423084877,0.290502726171,69.4,104,31
J0729-1448,07:29:16.45,-14:48:36.8,230.392,1.42373,0.251658714181,3.97363549780,92.3,22,12.5
J0729-1836,7:29:32.35,-18:36:42.7,233.76,-0.341132,0.510160344826,1.96016803372,61.293,25,5.9
J0733-2345,07:33:24.60,-23:45:56.2,238.713,-2.03001,1.79624970117,0.55671547188,194,0,20
J0734-1559,07:34,-15:59,231.969,1.85795,0.15625,6.4,0,0,0
J0735-62,07:35:22,-62:58,274.735,-19.2144,4.862940,0.20563691923,19.4,0,0
J0737-2202,07:37:44.071,-22:02:05.32,237.685,-0.318036,0.320366370454,3.12142625514,95.7,20,6.3
J0737-3039A,07:37:51.248419,-30:39:40.71431,245.236,-4.50483,0.0226993785996,44.054069392744,48.920,15.1,14.3
J0737-3039B,07:37:51.248419,-30:39:40.71431,245.236,-4.50483,2.77346077007,0.36056035506,48.920,88,58
J0737+69,07:37,+69:14,146.409,29.2539,6.82424,0.146536464134,16,0,0
J0738-4042,07:38:32.329,-40:42:40.94,254.194,-9.19205,0.374919985032,2.66723578343,160.8,52,29
J0740+41,07:41,+41:04,178.179,26.3295,0.0031392150,318.550975323,20.83,0,0
